Fecha;ICA_diario_avg;Temperatura;Velocidad.del.viento;Precipitacion;Radiacion.solar;NOx;PM10;O3
2020-08-31;2;21.9;3.6;0;299;37;7;58
2020-09-01;2;22.4;1.6;0;146;45;10;60
2020-09-02;2;23.8;1.7;0;261;37;8;67
2020-09-03;2;23.9;2.8;0;289;42;8;67
2020-09-04;2;23.6;2.5;0;295;43;9;67
2020-09-05;2;23.6;1.8;0;292;27;8;73
2020-09-06;2;24.1;1.9;0;284;20;8;71
2020-09-07;2;22.1;2.2;0;135;27;11;59
2020-09-08;2;22;1.5;5.4;272;40;8;61
2020-09-09;2;22;1.1;0;230;37;10;71
2020-09-10;2;23.3;1.1;0;266;44;12;70
2020-09-11;2;24.1;2.8;0;277;46;15;71
2020-09-12;2;24.7;1.5;0;267;22;12;82
2020-09-13;2;25.2;1.7;0;270;19;11;74
2020-09-14;2;25;0.8;0;242;51;15;71
2020-09-15;2;24.8;1.7;0.3;203;41;16;61
2020-09-16;2;24.6;1.2;0;244;46;22;56
2020-09-17;2;24.5;1;0;127;48;20;53
2020-09-18;1.4;22;1.6;8.1;101;28;10;40
2020-09-19;1.6;23.5;2.7;0;252;14;6;51.4258884219976
2020-09-20;2;25;2.5;0;259;9;5;55.7546919937922
2020-09-21;2;23.6;1.7;0;233;40;9;64
2020-09-22;2;23;2.6;0;227;35;9;61
2020-09-23;1.6;24.7;1.3;0;201;46;11;55
2020-09-24;1.2;24.5;3.9;0;93;20;13;43
2020-09-25;2;22.2;4.2;0;250;21;7;70
2020-09-26;2;20.8;2.9;0;223;12;4;66
2020-09-27;2;20.2;3;0;261;15;6;72
2020-09-28;2;18.9;2.1;0;257;48;9;67
2020-09-29;2;19.6;1.7;0;243;45;8;66
2020-09-30;1.8;19.8;1;0;197;47;8;66
2020-10-01;1.8;23.9;3.2;0;227;35;19;63
2020-10-02;2.2;18.3;6.6;2.4;70;16;29;61
2020-10-03;2;16.9;4.4;0;246;10;5;66
2020-10-04;2;17.7;4.2;0;208;7;7;63
2020-10-05;1.2;18.4;2.4;0;225;44;7;54
2020-10-06;1.4;20.3;1.9;0;221;54;12;51
2020-10-07;1.2;23.4;2.4;0;205;63;9;42
2020-10-08;1.2;20.6;2.2;0;204;54;8;48
2020-10-09;1.2;20.6;1;0;210;16;7;56
2020-10-10;1.6;21.1;0.7;0;131;18;7;57
2020-10-11;2;18.5;3.3;0;217;10;4;74
2020-10-12;2;17.9;2.6;0;226;16;5;67
2020-10-13;1.2;20.6;2.3;0;214;41;8;47
2020-10-14;1.2;17.4;1.1;2.7;125;68;11;36
2020-10-15;2;16.5;2.5;0;215;18;4;62
2020-10-16;2;14.7;2.3;0;219;44;9;75
2020-10-17;2;15.7;2.3;0;209;28;10;80
2020-10-18;2;16.5;1.8;0;203;20;8;78
2020-10-19;1.6;17.8;1.3;0;191;50;8;72
2020-10-20;2;18.5;1.3;0;48;60;10;71
2020-10-21;2.2;20.4;1.3;0;165;69;20;43
2020-10-22;2.2;18.9;0.3;2.1;37;86;21;16
2020-10-23;1;18.7;3.6;0;190;23;6;49
2020-10-24;2;18.1;3.1;0;192;12;6;61
2020-10-25;2;18.7;5;0;176;5;13;73
2020-10-26;2;16.6;4.5;0;189;15;7;64
2020-10-27;1.2;16.2;3.1;0;172;28;10;53
2020-10-28;1.2;17.6;1.4;0;174;55;10;46
2020-10-29;1.6;17.2;1.2;0;177;73;13;36
2020-10-30;2;16.6;1.3;0;177;69;16;42
2020-10-31;2;16.6;1;0;172;39;17;44
2020-11-01;1.8;17.9;0.9;0;172;29;13;47.2711537033597
2020-11-02;2.2;17.5;1.4;0;171;72;18;50.010948265535
2020-11-03;2.4;16.5;1.3;0;64;41;17;53
2020-11-04;1.6;13.4;6.6;31.6;19;14;3;54
2020-11-05;1.6;14.1;12.2;129.1;5;12;5;61
2020-11-06;1.6;16.5665406829786;7.7;0.3;33;11;9;70
2020-11-07;1.2;19.1;2.7;5.4;78;29;5;51
2020-11-08;1;18.8;0.8;0;119;54;6;30
2020-11-09;1.2;18.5539396410681;1.7;0;150;60;8;21
2020-11-10;1.4;18.3263751531358;1.6;0;156;64;8;36
2020-11-11;2;18.0988106652035;1.2;0;154;71;12;30
2020-11-12;2;17.8712461772711;0.6;0;134;78;12;28
2020-11-13;2.2;17.6436816893388;0.8;0;71;69;12;34
2020-11-14;2.6;17.4161172014065;0.3;0;56;52;20;24
2020-11-15;1.6;17.1885527134741;3.6;0;145;11;7;32
2020-11-16;1.6;16.9609882255418;2.2;0.6;121;51;5;31
2020-11-17;2;16.7;0.5;0;142;54;7;31
2020-11-18;2.8;16.8;0.3;0;108;59;16;38
2020-11-19;2.8;17.2;0.9;0;134;66;17;35
2020-11-20;1.8;14.9;1.4;0;139;84;8;27
2020-11-21;1.8;12.8;1.3;0;137;39;7;38
2020-11-22;1.6;11.7;1.7;0;142;29;7;50
2020-11-23;1.6;11.9;2;0;136;68;10;40
2020-11-24;2.2;11.8;1;0;129;74;15;29
2020-11-25;2.4;12.4;0.7;0;129;86;17;38
2020-11-26;1.8;14.8;5.1;0.6;24;22;7;67
2020-11-27;2;14.4;2.9;71.1;20;27;3;83
2020-11-28;1.2;14.4445428466712;3.23684522825653;1.2;86.4150387071765;48;5;38
2020-11-29;1.2;14.4704213594456;3.34390603167715;2.46951485323272;87.2020285663938;47;6;37
2020-11-30;1.2;14.4962998722201;3.45096683509777;2.44002608907079;87.9890184256111;114;9;25
2020-12-01;1.4;14.5221783849945;3.55802763851839;2.41053732490887;88.7760082848284;102;11;18
2020-12-02;1.2;14.5480568977689;3.66508844193901;2.38104856074694;89.5629981440457;38;5;58
2020-12-03;1;14.5739354105433;3.77214924535963;2.35155979658502;90.349988003263;32;6;44
2020-12-04;1.4;14.5998139233177;3.87921004878025;2.32207103242309;91.1369778624802;18;3;58
2020-12-05;1.4;14.6256924360921;3.98627085220087;2.29258226826116;91.9239677216975;11;3;57
2020-12-06;1.6;14.6515709488665;4.09333165562149;2.26309350409924;92.7109575809148;5;3;63
2020-12-07;1.8;14.677449461641;4.20039245904211;2.23360473993731;93.4979474401321;8;3;69
2020-12-08;1.8;14.7033279744154;4.30745326246273;2.20411597577539;94.2849372993494;7;1;72
2020-12-09;1.2;14.7292064871898;4.41451406588335;0;129;27;3;51
2020-12-10;1;14.4;4.7;0;47;30.7573753814827;4.15122821556851;45
2020-12-11;1;18.5;5.3;1.2;73;15;3;47
2020-12-12;1.6;16.7;5.2;0;121;46.775829999035;5.82279819967211;69
2020-12-13;1.2;14.7;2.3;0;125;23;5;48
2020-12-14;2.4;13.1;0.2;0;60;148;14;9
2020-12-15;1.2;14.4;3.4;0;110;49;7;32
2020-12-16;2;11.9;0.9;0;122;116;9;22
2020-12-17;1.6;12;1.8;0;98;100;9;22
2020-12-18;2.2;12.1;1.5;0;119;136;13;20
2020-12-19;1.6;12.5;1.9;0;103;37;12;33
2020-12-20;1.2;13.4;1.1;0;119;49;6;43
2020-12-21;1.6;12.4;1.2;0;103;86;11;19
2020-12-22;2;12.5;1.2;0;120;88;14;12
2020-12-23;2.2;14.2;0.9;0;122;103;17;10
2020-12-24;1.2;13.9;0.9;0;67;63;8;32
2020-12-25;1.8;10.7;5.2;0.6;160;9;3;65
2020-12-26;1.4;10.7052701422983;3.32611412500954;1.81005337423402;113.794442940987;33;5;57
2020-12-27;1.6;10.4434877721572;3.37562841989505;1.79541969415877;113.172670751911;10;10;61
2020-12-28;2;10.181705402016;3.42514271478055;1.78078601408352;112.550898562835;17;7;67
2020-12-29;1.6;9.91992303187487;3.47465700966606;1.76615233400827;111.929126373759;18;5;59
2020-12-30;1;9.65814066173371;3.52417130455157;0;111.307354184682;28;4;49
2020-12-31;1.4;9.4;3.7;0;128;14;5;54
2021-01-01;2;9.3;3;1.5;100;12;2;67
2021-01-02;2;6.7;4.8;0;98;15;2;68
2021-01-03;1.8;7.9;3.2;0;131;12;3;62
2021-01-04;1.2;7.2;4.8;0;122;22;6;50
2021-01-05;1.2;6.2;1.7;0;133;50;9;32
2021-01-06;1.2;5.9;1.8;0;119;42;7;42
2021-01-07;1.4;5.7;1.9;6.6;31;28;6;51
2021-01-08;1.2;4.5;5.4;16.5;19;26;6;54
2021-01-09;1.2;4.4;3.9;6.9;21;21;3;50
2021-01-10;1.2;5.2;1.5;0;44;32;6;36
2021-01-11;1.2;5.7;2.2;0;72;82;8;34
2021-01-12;1.2;5.1;1.8;0;141;43;9;40
2021-01-13;1.6;7.4;1.2;0;138;82;11;30
2021-01-14;2.4;8.7;1.5;0;143;112;15;29
2021-01-15;1.4;10.9;2.7;0;141;30;6;54
2021-01-16;1.2;10.2;1.8;0;145;33;7;47
2021-01-17;2;12.4;2.9;0;145;16;6;63
2021-01-18;1.2;10.7;1.9;0;141;84;8;34
2021-01-19;2;9.5;0.8;0;145;87;12;29
2021-01-20;2.4;9.2;1.9;0;43;112;18;17
2021-01-21;2;14.4;6.7;0;116;15;4;66
2021-01-22;2;14.4;7.7;3.1;104;8;7;76
2021-01-23;2;12.9;6.4;1;94;10;3;79
2021-01-24;2;16.2;8.8;0;152;7;9;80
2021-01-25;1.6;15.1;4;0.3;58;24;8.97073930517256;57
2021-01-26;1.4;13.1;0.8;0;140;72;9.63730094333887;31
2021-01-27;1.2;19.2;2;0;134;114;10.3038625815052;23
2021-01-28;1;19.1;3;0;154;39;10.9704242196715;25
2021-01-29;1.4;20.2;4.4;0;154;41;14;56
2021-01-30;2;16.5;8.5;1.2;149;6;17;69
2021-01-31;2;15.2;5.8;0;124;6;6;72
2021-02-01;2;18;9;0.3;166;10;7;63.2607762507501
2021-02-02;1.4;16.8;4;0;167;15;5;59.752507508619
2021-02-03;1.6;15.7;2.5;0;94;33;10;52
2021-02-04;2.8;12.8;1;0;123;52;20;58.4688061334526
2021-02-05;2.6;12;2.7;0;69;21;18;60.6933735004174
2021-02-06;2.4;14.1;2.4;0;161;13;30;62.9179408673822
2021-02-07;2;13.6;3.7;0;168;6;8;65
2021-02-08;2;13.4;7.7;0;115;14;17;68
2021-02-09;2;13.9;5.3;0;54;17;5;70
2021-02-10;2;15.5;6.7;0;182;12;8;78
2021-02-11;1.2;16.5;2.9;0;157;31;6;51
2021-02-12;2;17.6;5.3;0;150;14;7;63
2021-02-13;2;15.2;2.3;0;184;13;6;79
2021-02-14;1.8;11.9;1.6;5.4;131;11;7;72
2021-02-15;1.6;11.8;2.3;0.6;79;41;7;68
2021-02-16;1.8;11.8;1;0;190;69;13;69.5170849341694
2021-02-17;3;12.1;0.7;0;151;36;22;69.5536083327605
2021-02-18;4;11.4;0.4;0;135;45;29;66
2021-02-19;4;11.4;0.6;0;174;37;29;77
2021-02-20;3.2;11.9;1.2;0;97;14;21;80
2021-02-21;2.8;12.3;9.6;5.2;38;7;13;80
2021-02-22;1.6;11.9;2.9;1.5;139;19;3;49
2021-02-23;1.8;13.1;0.8;0;185;36;7;53
2021-02-24;2;12.9;0.5;0.9;85;43;12;48
2021-02-25;2.6;12.7;0.6;0.3;113;72;18;44
2021-02-26;2.6;12.5;0.4;0;101;52;17;51
2021-02-27;2.8;12.2;0.9;0;209;19;21;61
2021-02-28;2.6;11.8;2.2;0;97;9;16;65
2021-03-01;2.6;12.1;6;0;73;17;14;70
2021-03-02;2.8;12.4;5.8;0;34;17;17;70
2021-03-03;2.8;12.7;2;0;83;22;20;68
2021-03-04;3;12.4;0.5;0;142;42;22;56
2021-03-05;3;11.6;1.1;0.3;204;63;22;35
2021-03-06;2.6;11.9;0.9;1.2;135;21;19;46
2021-03-07;2.4;10.8;1.1;11.7;25;9;13;52
2021-03-08;1.6;10.8;1;1.8;78;24;8;46
2021-03-09;1.2;12.1;2.4;0.9;217;59;9;50
2021-03-10;2.2;11.2;1.8;0;220;56;15;50
2021-03-11;2.4;16.7;2.2;0;243;79;19;57
2021-03-12;1.8;16.1;3.2;0;236;27;9;56
2021-03-13;1.8;14.1;2;0;250;30;11;62
2021-03-14;2;15.5;2.7;0;258;22;5;71
2021-03-15;2;12.5;2;0;248;58;6;63
2021-03-16;1.6;12.7;1.6;0;262;69;11;60
2021-03-17;1.8;14.6;1.8;0;265;63;13;62
2021-03-18;1.4;9.1;1.7;19.2;24;32;6;53
2021-03-19;2;9.1;0.9;1.5;111;15;5;73
2021-03-20;2;9.3;2.6;0;227;19;5;88
2021-03-21;2;11.9;3;0;268;17;6;83
2021-03-22;1.8;12.6;2.4;0;278;51;7;62
2021-03-23;1.8;12.8;1.3;0;275;65;13;68.3227156221985
2021-03-24;2.6;12.9;1.2;0;263;69;19;68.035077561428
2021-03-25;2.8;13.1;0.6;0;271;66;24;67.7474395006574
2021-03-26;3;13;0.9;0;208;59.4673825444572;15.2965974153119;69
2021-03-27;2.6;13;2.8;0;147;59.3520511909425;14.3848889448284;68
2021-03-28;2;12.9;1;0;249;59.2367198374279;13.473180474345;55
2021-03-29;2;13;2.2;0;202;50;7;56
2021-03-30;2.2;14.1;0.5;0;252;61.4204576009084;13.187159205166;57
2021-03-31;2.6;13.7;0.4;0;279;99;17;60
2021-04-01;2.2;14.1;0.6;0;223;60;14;66
2021-04-02;2;15.4;0.8;0;264;33;13;81
2021-04-03;2.2;17;0.9;0;286;46;14;78
2021-04-04;2.2;14.4;2.2;0;139;22;11;85
2021-04-05;2.2;14.4;2.2;0;294;27;13;60
2021-04-06;2.4;16.5;1.6;0;307;62;15;72
2021-04-07;2;10.9;1.8;3.3;38;48;7;76
2021-04-08;2;11.5;0.8;0.6;140;62;6;71
2021-04-09;1.8;10.6;1;2.4;42;47;9;61
2021-04-10;2;12.5;0.5;0.6;64;47;9;68
2021-04-11;1.8;15.5;2.1;0.3;246;19;9;59
2021-04-12;2;13.3;1.6;0;285;28;4;67
2021-04-13;2;13.5;1.9;0;122;67;6;70
2021-04-14;2;13.8;1;0.6;81;83;5;94
2021-04-15;2;12.2;3;2.1;54;39;7;88
2021-04-16;2;11.4;1.5;3.6;249;63;11;85
2021-04-17;2;11.2;2.1;0;276;26;8;93
2021-04-18;2;11.7;2.5;0;314;24;8;96
2021-04-19;2.4;14.8;2.8;0;295;54;13;92.4776713292673
2021-04-20;2;14.6;1.1;1.8;222;45;13;91.3201903870461
2021-04-21;2;14.3;1.3;3;152;41;11;89
2021-04-22;2;13.3;2.1;23.1;86;43;6;92
2021-04-23;2;14.6;0.8;0;294;51;9;84
2021-04-24;2;13.7;1.9;0.6;96;19;9;98
2021-04-25;2;14.5;3.1;9;252;11;11;94
2021-04-26;2.2;14.2;1.6;16.5;124;50;8;102
2021-04-27;2.4;15.5;0.9;3.3;262;47;12;96
2021-04-28;2.2;16.5;1.3;1.8;234;50;13;77
2021-04-29;1.4;18.6;1.9;0;292;50;12;54
2021-04-30;2;17.5;1;1.2;276;56;15;68
2021-05-01;2;16.7;1.3;0;286;19;10;67
2021-05-02;2;14.8;2.1;0;229;14;8;81
2021-05-03;2;14;3.9;0;103;21;8;97
2021-05-04;2;15.9;1.6;0;302;58;15;78
2021-05-05;2;17.3;1.6;0;317;59;15;82
2021-05-06;2.2;18;2;0;340;60;17;79
2021-05-07;2.2;20.8;2.1;0;346;97;19;73
2021-05-08;2.6;18.8;1.1;0;318;21;16;106
2021-05-09;2.4;17.4;1.5;5.4;198;18;19;93
2021-05-10;1.8;19;3.1;0;266;33;9;61
2021-05-11;2;18.4;5.1;0;366;16;7;83
2021-05-12;2;19.7;4.6;0;282;19;11;79
2021-05-13;2;21.3;3.3;0;331;34;10;68
2021-05-14;2;18.8;3.3;0;329;59;6;71
2021-05-15;1.6;23.7;2.7;0;258;33;14;59
2021-05-16;1.2;26.9;4.4;0;327;16;9;45
2021-05-17;2;19.4;1.9;0;315;44;4;78
2021-05-18;2;19.8;2.2;0;343;41;6;73
2021-05-19;2;18.7;1.2;0;238;51;5;72
2021-05-20;2;18.2;2.8;0;340;51;6;66
2021-05-21;2;18.6;2.1;0;321;46;6;75
2021-05-22;2;18.9;0.9;0;281;21;7;83
2021-05-23;2;15.1;2.3;10.8;32;12;3;89
2021-05-24;2;19.8;2.6;0.9;353;27;5;76
2021-05-25;2;18.3;2.3;1.2;251;29;5;81
2021-05-26;2;18.3;1.8;0;299;56;4;90
2021-05-27;2;18.9;1.4;0;262;60;7;83.6869457950616
2021-05-28;2;19.7;0.7;1.5;213;61;7;81.5848584175537
2021-05-29;1.8;20.7;2.1;0;356;33;6;79.4827710400457
2021-05-30;2;21.3;1.9;0;319;24;4;77.3806836625378
2021-05-31;2;20.4;1.2;0;213;51;9;75.2785962850298
2021-06-01;2;19.8;1;0.6;131;49;7;73.1765089075218
2021-06-02;2;21.4;1.2;0;303;57;6;71
2021-06-03;2;21;1.2;0;272;42.8144723916582;6.50819446046446;68
2021-06-04;2.2;21.3;0.4;0;181;56;8;66
2021-06-05;2;19.6;2.4;1.5;113;15;5;74
2021-06-06;2;20.7;1.1;0;341;22;5;75
2021-06-07;2;21.3;1.3;0;341;30.9071942996721;6.13843468235985;61
2021-06-08;2;21.5;0.9;0.9;229;31.0089507780825;7;59
2021-06-09;2.2;22.3;0.6;0.6;329;26;6;60
2021-06-10;2;22.7;1.1;0;294;35;5;66
2021-06-11;2;23.6;0.8;0;350;33.3753239373741;6;77
2021-06-12;2.2;24.8;0.8;0;349;34.1853973326088;7;102
2021-06-13;2.2;25.3;1.1;0;290;34.9954707278434;9;110
2021-06-14;2;25.3;1.7;0;324;35.8055441230781;10;96
2021-06-15;2;26.5;1.3;0;288;36.6156175183128;9;74
2021-06-16;2.2;24.9;0.9;0;182;37.4256909135474;8;102
2021-06-17;1.8;24;1.5;2.8;207;53;6;76
2021-06-18;2.2;23.2;0.7;0;199;43;6;74
2021-06-19;2.2;22.8;0.5;0.8;104;19;6;66
2021-06-20;1.4;24.2;2.8;4;255;9;6;51
2021-06-21;1.4;25.2;2.8;0;350;24;17;48
2021-06-22;1.8;23.1;2;0;349;52;16;59
2021-06-23;2;21.5;0.9;1.2;315;42;10;67
2021-06-24;2;21.9;2;0;349;21;9;64
2021-06-25;1.8;22.1;2.3;0;351;49;12;65
2021-06-26;2;23.1;3.4;0;344;15;12;71
2021-06-27;2;23.7;3;0;344;9;12;81
2021-06-28;2;23.9;0.9;0;351;55;17;66
2021-06-29;1.8;23.4;1.7;0;332;44;17;67
2021-06-30;1.8;23.3;3.4;0;318;38;19;63
2021-07-01;1.8;24;1.9;0;317;32;15;70
2021-07-02;1.8;24.2;1.2;0;342;39;19;75
2021-07-03;2.2;24.5;0.7;0;328;18;20;81
2021-07-04;2.4;27.3;2.9;0;345;4;30;69.6209232380472
2021-07-05;2.2;25.8;1.4;0;342;41;22;68
2021-07-06;1.8;29.1;2.9;0;355;25;31;46
2021-07-07;2;24.8;1.3;0.4;251;31;15;52
2021-07-08;1.6;23.9;2;0;342;48;15;40
2021-07-09;1.8;23.9;2.2;0;314;44;15;42
2021-07-10;1.8;24.5;3;0;337;17;14;45
2021-07-11;1.8;25;1.6;0;268;13;10;50
2021-07-12;1.8;27.6;2.7;0;282;32;36;37
2021-07-13;1.4;23.2;3.4;0;350;34;17;30
2021-07-14;1.4;22.4;2.6;0;340;44;15;41
2021-07-15;1.6;23;1.6;0;300;37;14;48
2021-07-16;1.6;23.6;2;0;335;42;17;41
2021-07-17;1.6;24.3;1.5;0;282;11;11;46
2021-07-18;1.8;24.8;1.8;0;315;11;12;67
2021-07-19;2;25.4;1.9;0;337;34;14;72
2021-07-20;2;25.6;1.6;0;299;33;17;70
2021-07-21;2;26.4;1.4;2.8;358;28;15;66
2021-07-22;2;26.9;1.2;0;349;61;18;54
2021-07-23;2;26.4;1.6;0;293;44;22;59
2021-07-24;2;26.5;0.4;0;322;14;17;66
2021-07-25;2.2;25.8;1.2;0;264;8;17;62
2021-07-26;2;23;2.2;12;184;26;11;54
2021-07-27;2;23.9;2.2;0;342;42;14;56
2021-07-28;2;25.2;0.6;0;294;30;15;58
2021-07-29;2;25.3;1.2;0;280;41;14;62
2021-07-30;2.2;26.5;1.6;0;333;39;21;69
2021-07-31;2;26.1;2.9;0;301;13;20;63.2756137127272
2021-08-01;2;23.2;3.3;0;325;11;7;61.3328401053534
2021-08-02;2;24.6;1.4;0;306;24;10;57
2021-08-03;2;24.7;2.8;0;324;31;12;59
2021-08-04;2;26.6;0.9;0;321;25.0108026112711;23;63
2021-08-05;2;25.7;1.5;0;323;32;18;73
2021-08-06;2;25.6;1.4;0;301;21;18;75
2021-08-07;2;28.2;2.4;0;333;12;25;67
2021-08-08;1.8;23.7;5.3;6;160;9;12;45
2021-08-09;1.8;24.8;2.4;0;244;21;11;45
2021-08-10;1.6;24.7;0.4;0;142;43;18;41
2021-08-11;2;26.7;0.4;0;239;35;22;65
2021-08-12;2.6;28.9;1.2;0;261;52;43;73
2021-08-13;2.2;27.3;0.6;0;300;33;30;62
2021-08-14;2.4;28.5;1.3;2;269;26;38;66.7602998238598
2021-08-15;2.4;28.8;1.9;0.4;279;12;29;68.6241302270845
2021-08-16;2;26.6;2.5;0;274;17;23;73
2021-08-17;2;24.3;2.3;0;126;26;15;70
2021-08-18;2;25.1;2;0;229;17;16;67
2021-08-19;2;25.1;3;0;239;29;14;61
2021-08-20;2;25.4;1.2;0;292;31;14;56
2021-08-21;2;25.8;1.2;0;299;17;10;60
2021-08-22;2;25.9;0.6;0;223;16;11;56
2021-08-23;2;25.8;1.3;0;248;22;13;57
2021-08-24;2;24.9;1.4;24.4;225;20;14;55
2021-08-25;2;23.9;0.7;2;278;32;10;74
2021-08-26;2;25.5;1.1;0;227;30;12;57
2021-08-27;2;28;1;0;299;44;19;63
2021-08-28;2;26.6;1.1;0;276;17;17;60
2021-08-29;2;25.7;3;0;269;14;15;72
2021-08-30;2;23.4;1.2;8;172;22;12;67
2021-08-31;2;27.5;0.8;0.4;176;33;13;58
2021-09-01;2;27.2;2.9;43.2;131;20;12;72
2021-09-02;2;27;1.1;0;291;34;11;78
2021-09-03;2;28.7;1.1;0;276;41;18;62
2021-09-04;2.2;28.2;0.7;0;225;23;20;58
2021-09-05;2.2;28.3;1.6;0;273;19;23;57
2021-09-06;1.6;28.3;1.2;0;202;44;17;47
2021-09-07;2;28.6;0.6;0;190;31;12;55
2021-09-08;2;28.3;1.1;0;240;37;14;60
2021-09-09;1.8;28.7;0.7;0;262;45;17;58
2021-09-10;2;29;1;0;280;42;16;64
2021-09-11;2;28.5;0.9;0.4;225;19;12;69
2021-09-12;2;28.6;1.6;0;263;14;11;61
2021-09-13;1.6;28;0.9;0;135;44;17;40
2021-09-14;1.6;29;1;0;144;33;18;48
2021-09-15;2;28.4;2.4;0.8;235;41;16;56
2021-09-16;2;26.2;1.2;19.6;251;30;10;61
2021-09-17;1.8;26.1;1.7;0;258;49;15;51
2021-09-18;2;28.3;2.8;0;249;24;17;56
2021-09-19;1.4;25.6;1.7;0;238;20;9;50
2021-09-20;1.6;21.9;1.8;10.4;244;45;10;51
2021-09-21;2;18.4;2.3;0.8;217;21;7;56
2021-09-22;2;19.3;3.8;2;204;20;7;66
2021-09-23;2;20.6;5.8;1.2;158;15;10;76
2021-09-24;2;21.6;3.9;0;71;21;15;71
2021-09-25;2.2;22.4;0.8;1.6;166;30;20;46
2021-09-26;2;23.3;0.8;0;244;22;12;66
2021-09-27;2;22.6;1.5;0;240;52;17;59
2021-09-28;2.2;21.8;0.8;0;187;48;20;61
2021-09-29;2;22.3;1.3;0;221;48;20;49
2021-09-30;2;21.3;0.9;0;145;33;11;53
2021-10-01;2.2;22;1.1;0;171;38;18;52
2021-10-02;2.6;22.1;1;0;186;28;22;58
2021-10-03;1.6;21.6;3;8.8;204;13;19;49
2021-10-04;1;17.8;1.9;0;141;35;8;39
2021-10-05;1.4;20.1;2.1;0;234;40;12;46
2021-10-06;1.4;20.1;2;0;222;55;12;48
2021-10-07;1.6;19.7;1.6;0;228;45;10;56
2021-10-08;2;20.8;1.4;0;187;48;11;63
2021-10-09;2;20.2;0.6;0;205;23;8;65
2021-10-10;2;19.3;1.1;0;94;12;7;67
2021-10-11;1.8;19.7;0.9;0;168;45;15;57
2021-10-12;2;19.1;1.3;0;224;21;14;55
2021-10-13;1.8;19;1.2;0;192;48;15;57
2021-10-14;1.8;19.2;1.5;0;201;54;15;66
2021-10-15;2;19.3;1.6;0;170;43;17;55
2021-10-16;2;19.2;1.2;0;155;24;16;64
2021-10-17;2;18.6;0.7;0;59;23;13;63
2021-10-18;2;18.6;1;0;170;54;18;42
2021-10-19;1.6;19.3;2.1;0;194;47;15;48
2021-10-20;2;18.7;1.4;0;192;51;20;53
2021-10-21;2;20.6;0.8;0;174;81;20;47
2021-10-22;1.6;16.9;3.7;12.8;33;30;8;57
2021-10-23;1.4;16.7;2;0;216;28;8;51
2021-10-24;1.4;16.4;1.6;0;194;29;9;50
2021-10-25;1.8;16.2;1.2;0;176;59;17;48
2021-10-26;2;16.7;1.4;0;150;45;17;51
2021-10-27;2;17;1.7;0;179;51;18;55
2021-10-28;2.4;16.8;0.9;0;122;68;23;39
2021-10-29;2.6;18;1;1.2;92;81;24;33
2021-10-30;1;19.5;2.7;1.6;30;27;9;28
2021-10-31;1;22.3;5.1;4.8;127;8;3;40
2021-11-01;2;21.6;4.7;1.6;122;9;3;57
2021-11-02;1.8;16.1;4.7;0;45;21;7;55
2021-11-03;1.8;15;3.5;0;150;23;5;57
2021-11-04;1;12.7;2.1;0;163;58;11;48
2021-11-05;1.2;12.1;1.8;0;163;54;9;48
2021-11-06;1.6;13.2;2.5;0;174;29;7;53
2021-11-07;2;13.3;2.6;0;175;25;7;56
2021-11-08;2;15.3;1.4;0;164;106;22;32
2021-11-09;1.6;13.9;1.7;0;153;51;13;46
2021-11-10;1.8;15.5;1.6;0.4;102;67;14;44
2021-11-11;1.8;15.3;1.7;1.6;126;59;16;38
2021-11-12;1.6;15.7;1.2;1.6;70;84;14;31
2021-11-13;2;15.9;0.8;0;147;63;14;33
2021-11-14;1.6;14.9;1;0;149;37;11;45
2021-11-15;1.2;14.6;2.3;0;147;63;10;41
2021-11-16;1.6;12.8;1.2;0;150;85;14;36
2021-11-17;1.6;13.5;1.8;0;132;66;15;41
2021-11-18;1.4;12.5;1.4;4.4;50;49;11;44
2021-11-19;1.6;13.2;2.1;36.4;77;30;10;53
2021-11-20;1.8;13.4;3.4;10;27;30;12;52
2021-11-21;1.4;14.5;0.6;0;99;37;12;29
2021-11-22;1;12;2;42;57;59;10;40
2021-11-23;1;10.8;2.5;6.4;141;31;6;38
2021-11-24;1;9;3.1;2;47;30;5;35
2021-11-25;1;11.2;3.5;0;137;30;4;41
2021-11-26;1;10.8;1.8;0;142;50;8;34
2021-11-27;1;11.2175873280453;2.55430125864176;0;116.693152252838;26;6;49
2021-11-28;1.2;11.5791947154247;2.63087170927175;1.77152199363972;118.761216779442;41.0493208124805;7.42085092136676;58
2021-11-29;1.4;11.9408021028042;2.70744215990174;0;120.829281306045;24;7;46
2021-11-30;1.6;12.4;1.7;0;138;98;13;25
2021-12-01;1;11.7813438237274;3.52611029793298;0;123.703370265163;46.8136617122732;7.72464134332847;35
2021-12-02;1.6;11.1;5.1;0;134;42;5;55
2021-12-03;1;12.2;4.3;0;136;56;8;43
2021-12-04;1.2;13.2;4.8;0;120;13;6;46
2021-12-05;1.8;12;5.9;0;134;13;6;62
2021-12-06;1.8;13.1;4.9;0;130;12;3;57
2021-12-07;1.2;13.7;5.6;0;111;17;8;46
2021-12-08;1.8;13.1;5.3;0;127;11;5;65
2021-12-09;1.8;12.2;6.6;0;125;14;8;54
2021-12-10;1.4;15;6.6;0;54;17;8;47
2021-12-11;1.8;16.4;4;0;131;21;6;58
2021-12-12;1.2;13.7;1.2;0;134;57;10;21
2021-12-13;2;11.7;1.3;0;126;91;18;19
