Fecha;ICA_diario_avg;Temperatura;Velocidad.del.viento;Precipitacion;Radiacion.solar;NOx;PM10;O3
2023-04-14;2;19.3;3.6;0;263;15;17;61
2023-04-15;2;21.1;3.9;0;317;10;14;73
2023-04-16;2;16.1;3.2;0;327;12;4;74
2023-04-17;2;15.3;1.6;0;327;12;5;79
2023-04-18;2;15.2;2.7;0;288;28;6;92
2023-04-19;2;15.2;1.5;0;298;33;8;80
2023-04-20;2;17.3;1.6;0;322;36;10;83
2023-04-21;2;17.2;3.1;0;309;25;10;94
2023-04-22;2;17.3;1;0;231;16;14;88
2023-04-23;2;18.1;1.5;0;330;13;12;80
2023-04-24;2;18.3;2.4;0;321;20;10;68
2023-04-25;2;19.8;1.6;0;307;37;10;66
2023-04-26;2;18.3;1.3;0;296;17;12;79
2023-04-27;2;18.3;0.4;0;260;33;14;61
2023-04-28;2;18.8;0.4;0;233;28;14;56
2023-04-29;2;19.5;1.1;0.4;173;20;9;59
2023-04-30;2;19.7;1.9;0;259;14;7;68
2023-05-01;2;19.4;1.9;0;333;12;6;66
2023-05-02;2;18.7;0.9;0;336;33;7;61
2023-05-03;2;18;3;0;282;31;7;66
2023-05-04;2;18.6;1.8;0;270;29;6;74
2023-05-05;2;19.5;1;0.4;333;24;13;83
2023-05-06;2;19.6;0.9;0;254;18;10;73
2023-05-07;2;19.2;1;0;213;10;7;69
2023-05-08;2;19.5;1.9;0;243;30;10;64
2023-05-09;2;20.6;2.3;0;279;36;10;65
2023-05-10;2;19.2;2.8;0;316;27;6;65
2023-05-11;2;18;2.9;0;229;26;4;74
2023-05-12;2;16.2;2.6;1.2;276;22;3;66
2023-05-13;2;15.8;1.6;0;279;13;3;66
2023-05-14;2;17.2;3.5;0.4;338;11;3;67
2023-05-15;2;18.2;3.2;0;303;25;8;78
2023-05-16;2;19.1;3.2;0;346;23;6;81
2023-05-17;2;17.4;2.4;0;334;24;6;75
2023-05-18;2;17.1;3.5;12.4;312;21;6;80
2023-05-19;2;17.1;1.8;1.6;276;24;7;79
2023-05-20;2;17.2;2.2;0;334;18;8;77
2023-05-21;2.2;18.3;1.1;0;315;16;7;93
2023-05-22;2;17.8;2.4;0;201;11;8;85
2023-05-23;2;16.8;4.3;35.2;82;21;10;71
2023-05-24;2;18.9;0.9;2;256;37;14;73
2023-05-25;2;17.6;1.3;17.6;148;40;13;63
2023-05-26;2;17.5;2.8;0.8;183;17;8;68
2023-05-27;2;19.4;0.9;0;215;18;14;58
2023-05-28;2;18.1;0.7;10.4;159;14;9;68
2023-05-29;2;19.8;0.6;0;247;29;8;67
2023-05-30;2;19.3;0.7;0;238;28;8;62
2023-05-31;2;20.9;1.7;0;328;29;9;65
2023-06-01;2.2;19.9;1.2;0;283;18;13;86
2023-06-02;2;20;1.6;0;279;26;12;87
2023-06-03;2;20.3;1.5;0;289;20;11;79
2023-06-04;2;20.9;0.8;0;281;13;8;75
2023-06-05;2;20.7;1.5;0;303;27;6;71
2023-06-06;2;21.1;2;0;328;25;5;70
2023-06-07;2;20.2;0.8;0;101;22;6;52
2023-06-08;1.8;20.8;1.2;0;242;32;8;55
2023-06-09;2;25.2;3;0;349;17;6;54
2023-06-10;2;25.6;1.5;0;339;20;5;66
2023-06-11;2;22.9;1.3;3.6;290;10;7;60
2023-06-12;2;21.9;1.4;0;248;27;8;56
2023-06-13;2;21.3;2.6;7.2;245;27;7;66
2023-06-14;2;23.1;2.6;0;323;31;5;58
2023-06-15;2;24.9;1.4;0;345;34;8;79
2023-06-16;2;24.7;2;0;335;27;9;86
2023-06-17;2;24.9;2.7;0;339;17;8;88
2023-06-18;2.8;23.1;1;2.4;117;15;9;102
2023-06-19;2;23.2;1.1;0;287;26;10;88
2023-06-20;2;24.1;1.4;0;293;31;11;82
2023-06-21;2;23.9;1.5;13.2;243;18;9;76
2023-06-22;2;25.5;1.2;0;347;26;4;84
2023-06-23;2;25.2;2.7;0;341;28;4;69
2023-06-24;2;25.7;3.1;0;345;14;5;71
2023-06-25;2;27.3;1.3;0;326;16;6;78
2023-06-26;2;26.8;1.7;0;288;15;5;86
2023-06-27;2;26.1;1.2;0;316;19;6;76
2023-06-28;2;25.5;0.8;0;257;20;7;80
2023-06-29;2;25.4;1.3;0;267;24;6;75
2023-06-30;2;24.7;2.3;0;314;23;5;63
2023-07-01;2;23.9;2.3;0;336;14;5;62
2023-07-02;2;26.1;1.4;0;335;14;5;67
2023-07-03;2;24;2.1;36.4;237;17;5;56
2023-07-04;1.2;25.1;0.9;0;334;27;5;48
2023-07-05;1.8;25.5;1;0;312;16;4;51
2023-07-06;1.8;25.4;1.7;0;282;16;5;55
2023-07-07;2;25.9;1.4;2.4;230;14;6;61
2023-07-08;2;27.2;0.9;0;340;16;10;71
2023-07-09;2;28;0.6;0;328;12;11;76
2023-07-10;2;27.9;0.5;0;318;16;9;59
2023-07-11;2.2;28;1.4;0;284;19;15;52
2023-07-12;2;27.9;1.7;0;303;12;19;51
2023-07-13;1.6;27.6;1.6;0;297;15;12;49
2023-07-14;2;27.6;2;0;328;20;11;51
2023-07-15;2;28.5;1.7;0;344;9;13;63
2023-07-16;2;27.5;2.9;0;238;6;11;60
2023-07-17;2;28.3;0.7;0;314;17;10;52
2023-07-18;1.8;28.1;0.7;0;326;20;14;52
2023-07-19;2;29.5;0.8;0;307;24;17;57.2493430158057
2023-07-20;2;28.4;1;1.6;217;19;13;64
2023-07-21;2;28.2;1.2;0;320;21;12;56
2023-07-22;2;28.1;3.2;1.2;321;9;8;63
2023-07-23;1.8;28.4;1.7;0;280;13;9;50
2023-07-24;2;29.9;1.1;0;247;24;15;51
2023-07-25;2;27.3;2.8;0;330;18;8;51
2023-07-26;2;26.6;2.5;0;312;23;7;51
2023-07-27;2;27.5;3.6;0;273;19;8;54
2023-07-28;2;28;1.2;0;289;17;7;58
2023-07-29;2;28.1;2.5;0;339;8;6;54
2023-07-30;2;28.3;0.8;0;291;7;6;54
2023-07-31;1.8;28.2;2.1;0;268;16;8;50
2023-08-01;1.4;29.1;0.9;0;325;21;10;50
2023-08-02;2;30.1;2.2;0;328;23;10;59
2023-08-03;2;28;1.8;0;293;14;7;52
2023-08-04;1.8;25.9;3.3;0.4;333;15;7;51
2023-08-05;2;25.3;2.6;0;330;11;7;59
2023-08-06;2;26.1;1.8;0;325;8;4;51
2023-08-07;2;25.9;3.5;0;298;12;4;56
2023-08-08;2;26.5;2.7;0;205;14;5;57
2023-08-09;1.6;27.1;1.1;0;275;20;6;50
2023-08-10;2;29.8;2.7;0;297;14;12;49
2023-08-11;2;28.2;1.1;0;297;20;7;72
2023-08-12;2;27.4;1.4;0;294;9;8;61
2023-08-13;2;27.4;1.8;0;282;7;7;65
2023-08-14;2;27.4;1.4;0;274;10;5;58
2023-08-15;2;28;1.2;0;285;5;5;65
2023-08-16;2;27.9;0.9;0;274;10;6;65
2023-08-17;2;28.2;0.5;0;282;14;8;60
2023-08-18;1.6;27.9;1;0;292;17;10;47
2023-08-19;1.8;28.3;0.5;0;298;9;10;50
2023-08-20;2;28.5;0.9;0;302;9;8;47
2023-08-21;1.8;29.4;1.1;0;308;22;11;42
2023-08-22;2;29.9;0.8;0;306;32;13;53
2023-08-23;2;30.9;1.4;0;305;32;17;44
2023-08-24;2;30.4;2.4;0;308;27;13;45
2023-08-25;2.2;29.2;2.7;0;293;15;12;57
2023-08-26;1.8;27.4;1;2.8;231;8;10;50
2023-08-27;1.2;25;3.6;5.6;271;5;7;40
2023-08-28;1.2;26.5;2;0;318;14;5;49
2023-08-29;1.4;25.5;2.6;0;303;16;6;49
2023-08-30;1.4;24.1;3.2;0;272;17;6;49
2023-08-31;1.8;24.9;2.5;0;302;17;5;53
2023-09-01;1.8;25.4;2.4;0;263;20;6;57
2023-09-02;2;23.9;3.6;31.2;146;8;4;64
2023-09-03;2;23.1;9.1;60.2;69;3;6;68
2023-09-04;2;25.3;9.4;0;142;5;10;65
2023-09-05;2;25.8;2.4;0;222;10;10;58
2023-09-06;2;25.5;1.1;0;262;13;7;57
2023-09-07;2;25.6;0.7;0;244;23;10;59
2023-09-08;1.6;24.9;1.1;0;171;30;12;51
2023-09-09;1.5;24.7;1.2;0;264;14;9;53
2023-09-10;2;24.9;0.8;0;238;9;10;55
2023-09-11;2;25;1.6;0;243;22;13;54
2023-09-12;2;24.8;1.2;19.8;218;21;15;51
2023-09-13;1.4;24.3;1.1;0;200;19;11;46
2023-09-14;2;24.9;1.1;0;210;17;8;60
2023-09-15;1.8;23.1;1.2;49.6;107;17;6;53
2023-09-16;1.6;24;0.6;0;184;12;10;49
2023-09-17;1.2;24.2;1.4;8.4;201;10;14;48
2023-09-18;1.2;24.4;2.6;0;202;18;10;44
2023-09-19;1;22.1;2.1;9.2;86;28;10;39
2023-09-20;1.2;23.8;2.4;0;263;28;10;45
2023-09-21;1.8;24.6;5.5;0;218;14;13;51
2023-09-22;1.4;23.1;2.1;0;264;24;8;50
2023-09-23;1.2;21.4;2.1;0;269;14;7;39
2023-09-24;1.4;22.1;2.4;0;264;15;6;47
2023-09-25;1.2;22.6;1;0;260;33;9;46
2023-09-26;1.2;22.4;1.8;0;257;23;11;47
2023-09-27;1.2;23;1.6;0;249;25;11;48
2023-09-28;1.2;23.6;1;0;245;48;14;47
2023-09-29;1.2;23.9;0.6;0;245;44;13;49
2023-09-30;1.2;24.6;1.4;0;251;29;15;32
2023-10-01;1.6;25.4;1.8;0;250;20;12;54
2023-10-02;1.6;24.3;0.9;0;237;25;14;51
2023-10-03;1.6;23.7;0.7;0;226;32;17;46
2023-10-04;1.6;24.1;1.6;0;219;29;22;48
2023-10-05;1.6;24;0.5;0;224;45;20;43
2023-10-06;1.8;23.3;0.8;0;226;41;24;36
2023-10-07;2;23.1;1.1;0;209;19;17;42
2023-10-08;1.8;22.9;1;0;203;17;17;39
2023-10-09;1.6;22;1.3;0;227;16;15;42
2023-10-10;1.4;21.7;1.7;0;221;33;17;44
2023-10-11;1.8;21.5;1.6;0;220;31;19;43
2023-10-12;1.8;21.8;1.1;0;215;17;16;48
2023-10-13;1.6;22.2;1.6;0;211;28;18;42
2023-10-14;1.8;23.1;1;0;111;21;25;32
2023-10-15;1.6;22.3;1.2;0;194;14;15;52
2023-10-16;1.2;23.6;1.4;0;134;32;18;41
2023-10-17;1.8;22.3;1;0;135;32;17;52
2023-10-18;1.8;24;5;0;153;16;35;44
2023-10-19;2;23.6;3.4;0;116;26;29;52
2023-10-20;2;19.4;7.2;1.2;155;9;38;57
2023-10-21;1.4;17.9;3;0;149;13;11;44
2023-10-22;1.8;17.2;3.1;0.8;94;11;7;48
2023-10-23;1.4;20.5;3.3;2.4;141;20;10;46
2023-10-24;1.6;19.4;5;0;194;11;12;47
2023-10-25;1.4;21.5;4.6;0;126;17;13;47
2023-10-26;1.4;22.9;5.9;0;111;10;17;47.1666514582347
2023-10-27;1.4;19.9;3.8;0;116;17;14;48
2023-10-28;1.6;20.4;4.9;0;187;9;10;49
2023-10-29;1.6;19.9;2.3;0;168;18;8;40
2023-10-30;1.6;19.5;3.9;0;134;20;22;44
2023-10-31;1.2;17.4;1.1;0;81;41;18;28
2023-11-01;1.4;19.4;4.5;0;126;11;20;42
2023-11-02;3.2;21.1;10.7;0;131;8;80;60
2023-11-03;2.4;16.6;10;0;158;10;25;57
2023-11-04;2;19.5;8.9;0;120;6;27;66
2023-11-05;2;17.8;5.2;0;164;7;9;62
2023-11-06;1.6;16.7;3.6;0;174;18;18;51
2023-11-07;1.4;15.3;2.7;0;173;18;17;49
2023-11-08;1.2;14.8;1.9;0;97;24;18;40
2023-11-09;1.2;18.4;3.7;0.2;158;19;18;47
2023-11-10;1.8;18.6;4.7;0;161;14;21;54
2023-11-11;1.4;20.7;6.1;0;127;6;17;48
2023-11-12;1.8;21.7;5.4;0;123;8;10;51
2023-11-13;1.2;21.6;2.2;0;157;28;18;29
2023-11-14;1.4;22.5;2.2;0;148;61;29;23
2023-11-15;1.4;19.9;1.2;0;157;51;25;18
2023-11-16;1.8;19;0.4;0;146;83;32;18
2023-11-17;1.6;19.2;1.5;0;148;58;28;16
2023-11-18;1.6;16.7;1.2;0;144;28;20;24
2023-11-19;1.6;16.1;0.4;0;148;27;23;30
2023-11-20;2.4;14.6;0.4;0;129;48;33;31
2023-11-21;1.8;16.4;4.6;0;144;24;37;39
2023-11-22;1.4;16.5;3.7;0;148;34;25;48
2023-11-23;2;14.4;1.9;0;149;63;37;28
2023-11-24;2;15.4;2.4;0;149;35;39;24
2023-11-25;1.6;15.1;0.8;0;139;37;22;26
2023-11-26;1.4;13.4;1.3;0;125;19;15;27
2023-11-27;2.2;17.2;3.6;0;134;52;48;28
2023-11-28;1.6;16.2;4.8;0;65;12;38;36
2023-11-29;1.4;18.8;3.2;0;104;26;23;36
2023-11-30;1.6;20.9;5.3;0;78;23;33;48
2023-12-01;2.8;17.4;5.9;0.4;56;32;54;51
2023-12-02;1.2;13.7;3.9;0;137;18;16;47
2023-12-03;1;11.6;1.6;0;135;36;16;36
2023-12-04;1;12.7;3.9;0.8;64;23;15;41
2023-12-05;1;12.8;1.7;0;111;73;16;37
2023-12-06;1.2;12.5;0.9;1.2;109;37;13;35
2023-12-07;1.2;14.3;2.7;1.6;116;51;15;29
2023-12-08;2;16.6;5.2;0;108;11;5;60
2023-12-09;1;15.5;3.7;0;108;14;9;46
2023-12-10;1;18.7;3.8;0;118;10;6;40
2023-12-11;1.4;19.6;2;0;120;81;25;24
2023-12-12;1.2;21;3.7;0;84;34;34;41
2023-12-13;1.2;17.3;4;0;31;37;22;42
2023-12-14;1.4;14.9;4.7;0;130;30;26;47
2023-12-15;1.8;14.4;1.4;0;129;116;33;19
2023-12-16;1;11.9;1.6;0;124;53;12;32
2023-12-17;1;10.8;1.9;0;123;40;13;33
2023-12-18;1.6;10;1.7;0;129;126;28;23
2023-12-19;2.4;12.6;2;0;130;131;45;16
2023-12-20;1.6;13.7;4.2;0;48;56;33;35
2023-12-21;1.6;14.2;2.2;0;127;68;31;28
2023-12-22;2;15.9;1.6;0;128;124;42;23
2023-12-23;1.6;12.5;1.4;0;129;58;18;26
2023-12-24;1.8;10.9;0.8;0;127;51;18;25
2023-12-25;1.8;11.1;0.8;0;130;64;18;20
2023-12-26;1.8;11.9;1.8;0;131;140;28;18
2023-12-27;2;10.9;1.9;0;131;108;32;19
2023-12-28;2.8;10.2;0.8;0;83;136;34;17
2023-12-29;3.6;10.8;0.6;0;39;137;46;8
2023-12-30;3.6;12.1;1.1;0;120;89;38;11
2023-12-31;1.8;13.6;4.9;0;36;15;37;47
2024-01-01;1;12.8;2;0;98;37;12;36
2024-01-02;1.2;14.7;4.3;0;75;32;30;43
2024-01-03;1.6;18.2;5.1;0;101;20;27;48
2024-01-04;1.2;16.2;1.2;0.4;85;55;17;27
2024-01-05;1.6;13.9;5;0;107;15;10;51
2024-01-06;2;12.5;6.1;0;134;9;14;60
2024-01-07;2;11.4;5.3;0;136;13;8;63
2024-01-08;1.2;11.4;4.1;0;138;57;18;44
2024-01-09;1.4;11.5;0.6;0;99;63;18;30
2024-01-10;1.2;11.8;1.8;0;66;43;18;27
2024-01-11;1;11.1;0.8;0;89;47;11;30
2024-01-12;1.6;9.3;1.1;0;137;64;22;21
2024-01-13;2.2;10.6;0.4;0;100;84;16;14
2024-01-14;1.4;18.3;5;0;65;23;22;40
2024-01-15;1.2;18.4;5.2;0;42;16;14;42
2024-01-16;1.6;20.1;4.3;0;50;29;31;40
2024-01-17;3.2;18.4;7.1;2.6;109;37;61;53
2024-01-18;2;18.8;5.8;0;88;15;14;59
2024-01-19;1;12.8;4.9;12.6;14;22;3;49
2024-01-20;1;11.2;1.8;0;59;26;3;46
2024-01-21;1.6;12.1;1.4;0;150;28;5;37
2024-01-22;1.6;12.7;0.6;0;147;68;6;23
2024-01-23;1.6;15.5;1.4;0;150;83;10;13
2024-01-24;2;16;1.2;0;154;122;12;9
2024-01-25;3;16;0.6;0;156;162;15;10
2024-01-26;2.8;16.8;0.8;0;155;162;15.6147096743989;19
2024-01-27;3;14.4;1;0;127;82;17.055127950327;13
2024-01-28;3.2;12.4;0.5;0;134;34;18.4955462262551;34
2024-01-29;2;12.7;0.4;0;39;42;19.9359645021832;37
2024-01-30;2.2;13.9;0.3;0;33;82;21.3763827781113;19
2024-01-31;2.2;12.9;0.4;0;44;65;23;24
2024-02-01;2.4;12.6;1.1;0;163;81;30;16
2024-02-02;2;12.8;1.1;0;155;105;24;20
2024-02-03;2;12.5;1.3;0;164;61;21;22
2024-02-04;1.8;13.2;1.1;0;174;41;19;32
2024-02-05;2.4;13.4;1.3;0;168;98;28;23
2024-02-06;2.8;14;0.9;0;105;133;36;8
2024-02-07;2;16;5.7;0;170;15;36;41
2024-02-08;2;17.5;5;0;128;22;34;44
2024-02-09;1;15.3;1.4;5.6;63;56;13;33
2024-02-10;2;14.7;7.6;0;162;4;6;69
2024-02-11;2;12.4;5.7;0;100;5;5;61
2024-02-12;1.6;17.1;5.2;0;188;25;10;54
2024-02-13;1.2;18;2.7;0;188;38;12;38
2024-02-14;1.8;16.4;0.6;0;101;162;19;13
2024-02-15;1.6;14.7;0.3;0;136;78;13;29
2024-02-16;1.6;13.9;0.9;0.8;47;57;15;33
2024-02-17;1.2;15.2;1.3;0;178;50;12;41
2024-02-18;1.2;14.4;1.9;0;187;26;11;32
2024-02-19;1.6;15.7;1;0;184;105;20;32
2024-02-20;1.2;14.8;1.1;0;206;62;17;42
2024-02-21;1.8;13.6;0.7;0;177;59;20;37
2024-02-22;2.6;18.7;5.4;0;118;32;41;41
2024-02-23;2;14.7;6.1;0;211;9;16;67
2024-02-24;2;13.3;4.5;0;173;9;9;68
2024-02-25;2;15.7;6.4;0;68;5;13;60
2024-02-26;2;16.2;4.2;0;94;13;13;60
2024-02-27;2;14.3;6.9;0;118;12;16;67
2024-02-28;2;14.1;3.6;0;210;49;22;53
2024-02-29;1.8;14.6;4;1.4;236;33;23;55
2024-03-01;2;14.8;5;0;239;13;18;72
2024-03-02;2;14;7.7;0.2;157;5;23;72
2024-03-03;2;11.8;9.5;0;244;3;13;79
2024-03-04;2;14.3;4.2;0;97;15;13;52
2024-03-05;2;14.5;2.8;0;245;38;13;53
2024-03-06;2;13;1.4;0;246;40;13;59
2024-03-07;2;13.4;1.7;0.4;173;26;11;71
2024-03-08;2;13.7;5;0.4;181;19;13;66
2024-03-09;2;11.3;4.2;3.6;50;21;6;60
2024-03-10;2;13.8;5.9;2;151;8;6;73
2024-03-11;2;15.8;4;0;245;23;13;59
2024-03-12;1.6;13.9;3;0;261;49;14;54
2024-03-13;1.4;13.4;1.4;0;257;66;16;47
2024-03-14;2.2;14.8;0.6;0;239;69;21;48
2024-03-15;2;18.8;3.5;0;258;62;30;50
2024-03-16;2.2;18.3;2.1;0;252;47;28;61
2024-03-17;3.2;17.9;0.7;0;247;38;29;49
2024-03-18;4.2;16.2;0.4;0;235;43;32;62
2024-03-19;3.6;15;0.6;0;198;22;31;68
2024-03-20;2.8;15.8;0.7;0;132;17;16;75
2024-03-21;2;15.1;1.6;0;101;17;10;65
2024-03-22;2.8;17.8;0.6;0;261;69;21;42
2024-03-23;2.6;17.5;0.6;0;189;43;22;42
2024-03-24;1.8;15.2;0.9;0.4;148;15;11;52
2024-03-25;1.4;13.8;2.1;8;35;38;6;59
2024-03-26;2;13.7;5.4;0;188;11;9;60
2024-03-27;2;15.9;8.3;1.8;210;7;13;66
2024-03-28;2;18.3;6.3;2.2;191;26;8;59
2024-03-29;1.8;17.7;3.5;5.2;205;14;8;59
2024-03-30;2;13.6;1.9;0.4;208;15;4;66
2024-03-31;2;13.3;4;2.8;74;4;3;73
2024-04-01;2;15.1;5.4;0.4;258;3;5;78
2024-04-02;2;15.6;2.3;0;256;30;9;62
2024-04-03;1.4;19.9;2.2;0;312;34;14;45
2024-04-04;1.8;18.6;1.9;0;307;60;14;60
2024-04-05;2;17.6;0.5;0;277;43;13;61
2024-04-06;2;16;0.6;0;201;12;12;62.4154635490652
2024-04-07;2;18;0.7;0;134;13;13;64.1636672344044
2024-04-08;2.5;21.1;3.6;0;225;23;22;65.9118709197436
2024-04-09;2;17.4;2.8;0;329;24;15;67.6600746050828
2024-04-10;2;16.7;2.3;0;317;29;15;73
2024-04-11;2;17.1;1;0;327;34;9;72
2024-04-12;1.8;18.2;1.8;0;321;67;20;45
2024-04-13;2;20.2;1.6;0;327;55;17;57
2024-04-14;2;20.3;2.5;0;336;23;15;70
2024-04-15;2.2;20.5;0.9;0;282;76;30;67
2024-04-16;1.8;18;1.7;0;327;56;19;54
2024-04-17;2;16.4;2.4;0;323;38;13;60
2024-04-18;2;15.8;1.5;0;328;55;16;61
2024-04-19;2;15.7;3.8;2.8;289;32;9;70
2024-04-20;2;16.1;2.1;0;342;25;8;70
2024-04-21;2;15.7;3.3;0;335;14;6;71
2024-04-22;2;14.7;2.6;0;206;18;8;73
2024-04-23;2;14.2;4;0;320;29;15;83
2024-04-24;2;14.1;4.2;0;348;22;16;84
2024-04-25;2;15.1;1.7;2.4;287;33;12;70
2024-04-26;2;16.2;2.2;0;302;35;14;80
2024-04-27;2;17.5;2.2;0;229;20;12;73
2024-04-28;2;16.9;2.4;0;164;16;7;74
2024-04-29;2;15;0.7;8.4;59;40;6;77
2024-04-30;1.6;17.8;2.3;0;271;30;10;55
2024-05-01;2;17.2;6.3;0;232;6;7;78
2024-05-02;2;17.4;3.9;0;332;16;10;73
2024-05-03;2.4;18.1;3.2;0;312;28;14;68
2024-05-04;2;20.8;2.7;0;309;17;8;76
2024-05-05;2.2;22.4;2.2;0;272;32;11;72
2024-05-06;2;22.1;4;0;222;20;16;61
2024-05-07;2;18.6;2.7;0;302;32;9;57
2024-05-08;2;19;1.9;0;312;37;11;62
2024-05-09;2;19.4;4;0;302;39;13;61
2024-05-10;2;19.8;2.1;0;309;46;13;67
2024-05-11;2;19.7;1.1;0;255;25;9;77
2024-05-12;2;20;0.8;0;292;15;9;84
2024-05-13;2;20.6;0.9;0;262;33;11;83
2024-05-14;2;20.2;1.4;0;266;31;11;67
2024-05-15;2;18.6;0.8;0;299;30;7;64
2024-05-16;2.2;20.4;3.3;0;306;15;24;69
2024-05-17;2;20.8;4.4;0;253;33;13;65
2024-05-18;2;19.8;1.3;0;297;14;7;83
2024-05-19;2;19.9;2;0;282;18;6;80
2024-05-20;2;19.8;2.4;0;232;23;7;74
2024-05-21;2;20.3;1.9;0;274;19;10;66
2024-05-22;2;20;2.6;0;315;31;9;84
2024-05-23;2;19.8;1.2;0;268;27;9;78
2024-05-24;2;20.3;1.1;0;309;20;8;70
2024-05-25;2;20.1;1.7;0;292;12;7;72
2024-05-26;2;21.2;0.8;0;295;15;9;71
2024-05-27;2;21.6;1.5;0;232;17;8;73
2024-05-28;2;21;2.2;0;301;29;7;70
2024-05-29;2;22.2;2.6;1.2;317;33;8;62
2024-05-30;2;23.7;0.6;0;303;42;9;72
2024-05-31;2;20.1;2.3;1.2;125;34;6;77
2024-06-01;2;20.7;3.4;0;260;22;5;84
2024-06-02;2;21;3.2;0;313;16;17;76
2024-06-03;2;21.2;3.4;0;297;26;7;71
2024-06-04;2;22.3;2.5;0;273;40;7;60
2024-06-05;2;22.1;2.7;0;303;28;6;66
2024-06-06;2;24;0.5;0;271;31;7;73
2024-06-07;2;24.4;1.1;0;251;36;14;70
2024-06-08;2;23.8;2.8;2.4;271;16;14;82
2024-06-09;2;24.4;2.7;0.4;232;13;6;81
2024-06-10;1.6;22.1;1.3;3.6;244;32;7;59
2024-06-11;1.2;19.3;0.5;2.8;99;26;9;45
2024-06-12;1;19.1;0.9;12.4;101;26;11;41
2024-06-13;1.8;20.6;2.4;0;308;38;16;50
2024-06-14;2.2;23.9;2.8;0;310;38;25;61
2024-06-15;2;23.4;1.3;0;276;19;17;71
2024-06-16;2;23.2;1.2;0;307;9;13;69
2024-06-17;2;23.6;1.2;0;294;26;22;64
2024-06-18;2.4;24.2;1;0;279;32;32;65
2024-06-19;1.8;25.8;2.6;0;298;35;33;56
2024-06-20;2;25.5;3.1;0;331;15;37;68
2024-06-21;2;23.6;2.2;0;337;32;22;76
2024-06-22;2;24.4;3.3;0;318;15;14;79
2024-06-23;2;23.7;2.9;0;324;14;13;65
2024-06-24;1.8;23.1;2.8;1.2;262;19;11;60
2024-06-25;2;24;2.3;0;325;27;13;66
2024-06-26;2;24.7;1.1;0;285;29;16;75
2024-06-27;2;24.4;1.6;0;283;20;22;74
2024-06-28;2;24.7;1.2;0.8;232;22;21;78
2024-06-29;2.2;26.1;4.8;0;324;8;44;77
2024-06-30;2;26.6;1.4;0;322;10;20;74
2024-07-01;2;23.6;1.8;8.8;248;25;13;85
2024-07-02;2;24;1.8;0;330;34;17;63
2024-07-03;2;25.7;1.9;0;334;36;24;65
2024-07-04;2;25.2;0.9;0;333;33;19;69
2024-07-05;2;25.5;1;0;314;31;21;62
2024-07-06;2;25.1;2.3;0;303;12;13;64
2024-07-07;2;24.4;1.7;0;248;10;10;62
2024-07-08;2;25;2.1;0;266;29;13;66
2024-07-09;2;25.5;1.5;0;303;26;15;55
2024-07-10;2.2;27.1;1;0;326;31;19;64
2024-07-11;3;26.7;1.4;0;318;18;16;63.7033702175071
2024-07-12;2.5;26.9;1.1;0;314;23;18;64.7725572779159
2024-07-13;2.2;25.8;1.6;1.6;164;14;13;67
2024-07-14;2.2;27;2.4;0;315;11;14;65.3464365043263
2024-07-15;3;27.6;2.1;0;328;26;22;64.8511286703277
2024-07-16;2.6;27.1;1.3;0;315;17;18;64.3558208363291
2024-07-17;2.2;26.9;1.5;0;267;17;14;66
2024-07-18;2;26.9;1.1;0;286;27;19;60
2024-07-19;2.2;28.6;0.9;0;310;31;25;59
2024-07-20;2.2;28.9;1.2;0;318;26;26;49
2024-07-21;2.2;27.9;2;0;322;14;17;57
2024-07-22;2;26.1;1.6;0;321;26;16;50
2024-07-23;2;27.9;2;0;328;35;24;55
2024-07-24;2;28.2;2.1;0;317;22;15;55
2024-07-25;2;26.7;1.6;0;218;19;10;56.2444563430879
2024-07-26;2;27.4;0.9;0;298;26;13;59
2024-07-27;2;27.5;0.7;0;321;17;13;57
2024-07-28;2;26.7;1.7;0;289;7;12;54
2024-07-29;2;28.5;0.7;0;292;29;21;48
2024-07-30;2.2;30.1;1;0;278;46;32;48
2024-07-31;2.2;29.5;1.1;1.2;322;42;34;59
2024-08-01;2;29.3;0.7;0;303;31;20;60
2024-08-02;2.6;28.2;1.5;0;297;18;28;59
2024-08-03;2;27.8;2.1;0;293;17;19;61
2024-08-04;2;28.1;1.5;0;282;9;13;61
2024-08-05;2;28.1;1.7;0;290;25;16;63
2024-08-06;2;28.3;1.6;0;294;19;15;63
2024-08-07;2;28.2;0.7;0;286;16;15;52
2024-08-08;2;28.3;0.4;0;294;25;17;53
2024-08-09;1.6;28.8;0.4;0;296;39;17;54
2024-08-10;2;29.2;0.7;0;302;23;15;57
2024-08-11;2;28.8;0.8;0;300;12;13;64
2024-08-12;2;28.1;1.8;0;287;21;16;59
2024-08-13;2;27.9;1.8;0;235;13;16;54
2024-08-14;2;26.3;0.6;2.4;149;22;24;56
2024-08-15;2;25.8;1.2;0;304;11;11;53
2024-08-16;2;27;1.7;0;297;25;15;58
2024-08-17;2;27.7;2.8;0;293;18;16;61
2024-08-18;2;28.4;1.2;0;287;13;10;52
2024-08-19;2;27.2;1.5;0;275;20;20;45
2024-08-20;2;27.5;1.3;0;272;20;17;55
2024-08-21;2.2;27.4;2;0;247;19;18;55
2024-08-22;2.6;27.5;1;0;203;23;20;65
2024-08-23;2.6;27.7;1.1;0;221;17;19;71
2024-08-24;2.6;27.3;1.2;0;266;12;18;66
